Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",82.18110549985431,32.056129299802706,114.3058466494549,2022-05-19 10:23:23.958754,2022-05-19 10:24:46.202434,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,0,+,421.7294389999006,114.26762890000828,536.027333489852,2022-05-19 10:24:46.202434,2022-05-19 10:31:47.950760,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",105.68551410012878,536.0162437998224,641.7451893896796,2022-05-19 10:31:47.950760,2022-05-19 10:33:33.668028,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",13.587912400020286,641.7357693000231,655.3620567901526,2022-05-19 10:33:33.668028,2022-05-19 10:33:47.283731,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",5.135416199918836,655.3493615998887,660.5284551898949,2022-05-19 10:33:47.283731,2022-05-19 10:33:52.451341,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",3.568362799938768,660.5153571998235,664.1084688897245,2022-05-19 10:33:52.451341,2022-05-19 10:33:56.034162,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",12.407177899964154,664.0997130000032,676.5431726900861,2022-05-19 10:33:56.034162,2022-05-19 10:34:08.466792,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",3.3632424999959767,676.5325249999296,679.9271965897642,2022-05-19 10:34:08.466792,2022-05-19 10:34:11.850302,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
isiFunc,NA,NA,NA,NA,+,NA,679.9157837999519,681.9261407901067,2022-05-19 10:34:11.850302,2022-05-19 10:34:13.848502,NA,SR-6977,2022_May_19_1023,certainty_neuro,2021.2.3,60.09059262367319,
