Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",39.271988799999235,30.19927060000191,69.51872794002702,2022-08-25 17:41:53.165774,2022-08-25 17:42:32.487087,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,0,+,708.2773271000042,69.48963900000672,777.7983978700213,2022-08-25 17:42:32.487087,2022-08-25 17:54:20.785817,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",130.47199720000208,777.7901423000003,908.3019066699926,2022-08-25 17:54:20.785817,2022-08-25 17:56:31.286339,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",11.264372799996636,908.2908920000045,919.5842868699983,2022-08-25 17:56:31.286339,2022-08-25 17:56:42.568731,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",6.860147200000938,919.5716968000052,926.4666996700107,2022-08-25 17:56:42.568731,2022-08-25 17:56:49.452706,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",4.855940599998576,926.454172800004,931.3479344700172,2022-08-25 17:56:49.452706,2022-08-25 17:56:54.335648,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",10.989045900001656,931.3388608000096,942.3673176700104,2022-08-25 17:56:54.335648,2022-08-25 17:57:05.352758,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",4.2851415000041015,942.3550503000006,946.6818680699944,2022-08-25 17:57:05.352758,2022-08-25 17:57:09.668834,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
isiFunc,NA,NA,NA,NA,+,NA,946.6716670000023,948.6820826699986,2022-08-25 17:57:09.668834,2022-08-25 17:57:11.667762,NA,SR-6773,2022_Aug_25_1741,certainty_neuro,2021.2.3,60.07030628335177,
