Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",40.771762200049125,47.274511700030416,88.09886950009968,2022-11-05 13:50:44.020780,2022-11-05 13:51:24.843838,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,0,+,558.1017258999636,88.06390509998892,646.2061019501416,2022-11-05 13:51:24.843838,2022-11-05 14:00:42.975139,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",29.295949600054882,646.197889000061,675.526114950073,2022-11-05 14:00:42.975139,2022-11-05 14:01:12.292161,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",14.000544000067748,675.5153072000248,689.5586804500781,2022-11-05 14:01:12.292161,2022-11-05 14:01:26.324633,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",5.244058900047094,689.545944100013,694.8241750500165,2022-11-05 14:01:26.324633,2022-11-05 14:01:31.592167,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",6.6843462999677286,694.8126972999889,701.5235105501488,2022-11-05 14:01:31.592167,2022-11-05 14:01:38.292084,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",10.5838998000836,701.5131228000391,712.1407079499913,2022-11-05 14:01:38.292084,2022-11-05 14:01:48.909086,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",4.709283499978483,712.129661599989,716.8723257500678,2022-11-05 14:01:48.909086,2022-11-05 14:01:53.641135,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
isiFunc,NA,NA,NA,NA,+,NA,716.8628207000438,718.8729539501946,2022-11-05 14:01:53.641135,2022-11-05 14:01:55.639158,NA,SR-3801,2022_Nov_05_1350,certainty_neuro,2021.2.3,60.26844772927962,
