Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",58.21487940000952,35.27012920001289,93.56162443006178,2023-05-17 14:34:16.870107,2023-05-17 14:35:15.152136,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,0,+,445.24015900000813,93.50913560000481,538.7870234700094,2023-05-17 14:35:15.152136,2023-05-17 14:42:40.418391,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",23.504869500000495,538.7795355000126,562.3226942699985,2023-05-17 14:42:40.418391,2023-05-17 14:43:03.951005,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",6.865355199988699,562.3101576000045,569.2043410699989,2023-05-17 14:43:03.951005,2023-05-17 14:43:10.834314,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",5.205111200019019,569.1921386000176,574.4370567699953,2023-05-17 14:43:10.834314,2023-05-17 14:43:16.068290,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",5.634734399995068,574.4248877000064,580.0855904700002,2023-05-17 14:43:16.068290,2023-05-17 14:43:21.718183,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",9.4886400999967,580.0759505000024,589.6036467700033,2023-05-17 14:43:21.718183,2023-05-17 14:43:31.234892,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",3.7734408999967854,589.591843000002,593.4013572700205,2023-05-17 14:43:31.234892,2023-05-17 14:43:35.034053,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
isiFunc,NA,NA,NA,NA,+,NA,593.3916889000102,595.402279269998,2023-05-17 14:43:35.034053,2023-05-17 14:43:37.033137,NA,SR-3952,2023_May_17_1434,certainty_neuro,2021.2.3,59.9785396791802,
