Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",37.93472209999163,27.655130299986922,65.64255889998458,2022-07-13 12:55:33.645863,2022-07-13 12:56:11.634531,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,0,+,481.14691180000955,65.61033739999402,546.7880046499777,2022-07-13 12:56:11.634531,2022-07-13 13:04:12.806367,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",30.273212400003104,546.7790867000003,577.090211149989,2022-07-13 13:04:12.806367,2022-07-13 13:04:43.107318,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",12.932711200002814,577.0795175999956,590.0557816499932,2022-07-13 13:04:43.107318,2022-07-13 13:04:56.073157,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",8.054077099994174,590.0433907999977,598.1366630499833,2022-07-13 13:04:56.073157,2022-07-13 13:05:04.155489,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",6.886235400001169,598.1262438999984,605.0554230499838,2022-07-13 13:05:04.155489,2022-07-13 13:05:11.073559,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",6.86442860000534,605.0435799999977,611.936734649993,2022-07-13 13:05:11.073559,2022-07-13 13:05:17.956059,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",5.709736700009671,611.9264120999869,617.6711754499702,2022-07-13 13:05:17.956059,2022-07-13 13:05:23.690596,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
isiFunc,NA,NA,NA,NA,+,NA,617.6590840999997,619.6676684499835,2022-07-13 13:05:23.690596,2022-07-13 13:05:25.688624,NA,SR-7492,2022_Jul_13_1255,certainty_neuro,2021.2.3,59.949234990340116,
