Func,Video,CertRate,CertStat,Keys,Text,RespTime,Onset,Offset,SystemTime_Start,SystemTime_Stop,FrameTimestamps,Participant*,date,expName,psychopyVersion,frameRate,
instrFunc,NA,NA,NA,0,"Before the task begins, we will run a very quick scan. You will see a fixation cross appear on the screen. Please just relax while this scan runs.",67.39885669993237,18.9075660998933,86.37195799965411,2023-06-19 13:37:29.093117,2023-06-19 13:38:36.553415,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,0,+,463.5889165997505,86.33354200003669,549.960481650196,2023-06-19 13:38:36.553415,2023-06-19 13:46:20.169413,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,1,"To start this study, you will be watching an episode of television and making continous assessments about one of the characters.


Press the thumb button when ready to continue.",30.969049599952996,549.9525616997853,580.9621852496639,2023-06-19 13:46:20.169413,2023-06-19 13:46:51.168562,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,1,"You will first be presented with background information for the show, which is a murder mystery in which one character has been accused of murdering another.

You will be given information about the accused, the victim, and the surrounding context.


Press the thumb button when ready to continue.",13.154843699652702,580.951737599913,594.1455838503316,2023-06-19 13:46:51.168562,2023-06-19 13:47:04.351322,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,1,"You will be judging how certain you are that the accused person is either innocent or guilty.


Press the thumb button when ready to continue.",6.856679600197822,594.1328941998072,601.0276224496774,2023-06-19 13:47:04.351322,2023-06-19 13:47:11.234837,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,1,"You will use the provided button pad to indicate your certainty of the accused's innocence or guilt.


Press the thumb button when ready to continue.",6.9151645000092685,601.0154280997813,607.9606787492521,2023-06-19 13:47:11.234837,2023-06-19 13:47:18.168892,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,1,"Pressing the index finger button will correspond to greater certainty that the accused is guilty.

Pressing the middle finger button will correspond to greater certainty that the accused is innocent.


Press the thumb button when ready to continue.",14.963146700058132,607.9504219000228,622.9442185498774,2023-06-19 13:47:18.168892,2023-06-19 13:47:33.152020,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
instrFunc,NA,NA,NA,1,"Before we begin, we will take a moment to let you practice using the buttons to indicate your ratings.


Press the thumb button when ready to continue.",9.215366300195456,622.9324721000157,632.1763061499223,2023-06-19 13:47:33.152020,2023-06-19 13:47:42.385132,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
isiFunc,NA,NA,NA,NA,+,NA,632.1659029000439,634.1756370500661,2023-06-19 13:47:42.385132,2023-06-19 13:47:44.383270,NA,SR-0295,2023_Jun_19_1337,certainty_neuro,2021.2.3,60.02473015352156,
